loan_id,date_id,event_date,user_id,book_id,branch_id,category_id,loan_date,due_date,return_date,loan_duration_days,days_overdue,penalty_amount,quantity
L009210,20260528,2026-05-28,128,42,1,6,2026-05-28,2026-06-11,,3,0,0.0,1
L009211,20250101,2025-01-01,51,48,5,6,2025-01-01,2025-01-15,2025-01-30,29,15,4.5,1
L009212,20241028,2024-10-28,138,28,2,4,2024-10-28,2024-11-25,2024-11-25,28,0,0.0,1
L009213,20251029,2025-10-29,406,51,4,7,2025-10-29,2025-11-12,2025-11-11,13,0,0.0,1
L009214,20240919,2024-09-19,260,4,4,1,2024-09-19,2024-10-03,2024-10-03,14,0,0.0,1
L009215,20250102,2025-01-02,234,17,6,3,2025-01-02,2025-01-30,2025-01-30,28,0,0.0,1
L009216,20251120,2025-11-20,342,16,5,2,2025-11-20,2025-12-18,2025-12-18,28,0,0.0,1
L009217,20251205,2025-12-05,5,72,4,9,2025-12-05,2026-01-02,2026-01-02,28,0,0.0,1
L009218,20250909,2025-09-09,71,26,3,4,2025-09-09,2025-09-23,2025-09-25,16,2,0.6,1
L009219,20250519,2025-05-19,61,27,1,4,2025-05-19,2025-06-16,2025-06-15,27,0,0.0,1
L009220,20251021,2025-10-21,71,44,3,6,2025-10-21,2025-11-04,2025-11-23,33,19,5.7,1
L009221,20251128,2025-11-28,221,16,5,2,2025-11-28,2025-12-12,2025-12-12,14,0,0.0,1
L009222,20260130,2026-01-30,155,65,1,9,2026-01-30,2026-02-27,2026-03-13,42,14,4.2,1
L009223,20260123,2026-01-23,362,2,3,1,2026-01-23,2026-02-20,2026-02-18,26,0,0.0,1
L009224,20251208,2025-12-08,385,44,1,6,2025-12-08,2025-12-22,2025-12-22,14,0,0.0,1
L009225,20260415,2026-04-15,418,12,1,2,2026-04-15,2026-05-13,2026-05-13,28,0,0.0,1
L009226,20260227,2026-02-27,114,26,2,4,2026-02-27,2026-03-13,2026-03-17,18,4,1.2,1
L009227,20241212,2024-12-12,248,38,2,5,2024-12-12,2024-12-26,2024-12-26,14,0,0.0,1
L009228,20260515,2026-05-15,31,48,6,6,2026-05-15,2026-05-29,2026-05-29,14,0,0.0,1
L009229,20260414,2026-04-14,136,64,4,8,2026-04-14,2026-05-12,2026-05-10,26,0,0.0,1
L009230,20250415,2025-04-15,294,26,1,4,2025-04-15,2025-05-13,2025-05-13,28,0,0.0,1
L009231,20240916,2024-09-16,207,44,3,6,2024-09-16,2024-09-30,2024-09-30,14,0,0.0,1
L009232,20251110,2025-11-10,321,4,1,1,2025-11-10,2025-11-24,2025-11-24,14,0,0.0,1
L009233,20250610,2025-06-10,385,41,1,6,2025-06-10,2025-06-24,2025-06-24,14,0,0.0,1
L009234,20260108,2026-01-08,38,46,2,6,2026-01-08,2026-02-05,2026-02-12,35,9,2.7,1
L009235,20250918,2025-09-18,423,35,3,5,2025-09-18,2025-10-02,2025-10-02,14,0,0.0,1
L009236,20241028,2024-10-28,23,65,6,9,2024-10-28,2024-11-25,2024-11-21,24,0,0.0,1
L009237,20250131,2025-01-31,441,50,1,7,2025-01-31,2025-02-28,2025-03-08,36,10,3.0,1
L009238,20260406,2026-04-06,303,65,1,9,2026-04-06,2026-05-04,2026-05-04,28,0,0.0,1
L009239,20240929,2024-09-29,25,57,5,8,2024-09-29,2024-10-13,2024-10-13,14,0,0.0,1
L009240,20260105,2026-01-05,194,1,1,1,2026-01-05,2026-02-02,2026-01-30,25,0,0.0,1
L009241,20250318,2025-03-18,140,33,3,5,2025-03-18,2025-04-15,2025-04-15,28,0,0.0,1
L009242,20250616,2025-06-16,365,20,2,3,2025-06-16,2025-06-30,2025-06-30,14,0,0.0,1
L009243,20250922,2025-09-22,129,42,1,6,2025-09-22,2025-10-20,2025-10-19,27,0,0.0,1
L009244,20250206,2025-02-06,378,14,5,2,2025-02-06,2025-03-06,2025-03-12,34,6,1.8,1
L009245,20251202,2025-12-02,164,41,2,6,2025-12-02,2025-12-16,2025-12-16,14,0,0.0,1
L009246,20251218,2025-12-18,449,15,1,2,2025-12-18,2026-01-15,2026-01-15,28,0,0.0,1
L009247,20241104,2024-11-04,152,45,6,6,2024-11-04,2024-11-18,2024-11-17,13,0,0.0,1
L009248,20250515,2025-05-15,320,42,5,6,2025-05-15,2025-05-29,2025-06-09,25,11,3.3,1
L009249,20260107,2026-01-07,365,11,2,2,2026-01-07,2026-01-21,2026-01-21,14,0,0.0,1
L009250,20251230,2025-12-30,126,40,2,5,2025-12-30,2026-01-13,2026-01-13,14,0,0.0,1
L009251,20251001,2025-10-01,49,5,1,1,2025-10-01,2025-10-29,2025-10-26,25,0,0.0,1
L009252,20260119,2026-01-19,264,4,3,1,2026-01-19,2026-02-02,2026-02-02,14,0,0.0,1
L009253,20241129,2024-11-29,318,40,2,5,2024-11-29,2024-12-13,2024-12-13,14,0,0.0,1
L009254,20241205,2024-12-05,373,41,4,6,2024-12-05,2024-12-19,2024-12-20,15,3,0.9,1
L009255,20251204,2025-12-04,153,11,2,2,2025-12-04,2026-01-01,2026-01-01,28,3,0.9,1
L009256,20251218,2025-12-18,398,47,2,6,2025-12-18,2026-01-15,2026-01-15,28,0,0.0,1
L009257,20260209,2026-02-09,414,2,1,1,2026-02-09,2026-02-23,2026-02-23,14,0,0.0,1
L009258,20250103,2025-01-03,359,2,1,1,2025-01-03,2025-01-31,2025-01-31,28,0,0.0,1
L009259,20250912,2025-09-12,4,37,1,5,2025-09-12,2025-09-26,2025-09-26,14,0,0.0,1
L009260,20251205,2025-12-05,55,26,5,4,2025-12-05,2025-12-19,2025-12-17,12,0,0.0,1
L009261,20250120,2025-01-20,450,63,2,8,2025-01-20,2025-02-03,2025-02-03,14,0,0.0,1
L009262,20250912,2025-09-12,340,64,5,8,2025-09-12,2025-10-10,2025-10-10,28,0,0.0,1
L009263,20251127,2025-11-27,298,16,5,2,2025-11-27,2025-12-11,2025-12-11,14,0,0.0,1
L009264,20250116,2025-01-16,405,9,1,2,2025-01-16,2025-02-13,2025-02-20,35,7,2.1,1
L009265,20250515,2025-05-15,23,17,4,3,2025-05-15,2025-06-12,2025-06-08,24,0,0.0,1
L009266,20250117,2025-01-17,348,31,1,4,2025-01-17,2025-02-14,2025-02-26,40,12,3.6,1
L009267,20260423,2026-04-23,307,29,2,4,2026-04-23,2026-05-21,2026-05-17,24,0,0.0,1
L009268,20250124,2025-01-24,390,31,1,4,2025-01-24,2025-02-07,2025-02-27,34,20,6.0,1
L009269,20241206,2024-12-06,359,19,1,3,2024-12-06,2025-01-03,2025-01-03,28,0,0.0,1
L009270,20240926,2024-09-26,238,49,2,7,2024-09-26,2024-10-10,2024-10-09,13,0,0.0,1
L009271,20241004,2024-10-04,45,31,5,4,2024-10-04,2024-10-18,2024-10-18,14,0,0.0,1
L009272,20250107,2025-01-07,412,12,1,2,2025-01-07,2025-02-04,2025-02-04,28,0,0.0,1
L009273,20251114,2025-11-14,350,67,5,9,2025-11-14,2025-11-28,2025-11-28,14,0,0.0,1
L009274,20240913,2024-09-13,186,40,3,5,2024-09-13,2024-10-11,2024-10-11,28,0,0.0,1
L009275,20250313,2025-03-13,443,63,2,8,2025-03-13,2025-03-27,2025-03-27,14,0,0.0,1
L009276,20241014,2024-10-14,164,51,2,7,2024-10-14,2024-10-28,2024-10-28,14,0,0.0,1
L009277,20250527,2025-05-27,187,48,5,6,2025-05-27,2025-06-10,2025-06-10,14,0,0.0,1
L009278,20241007,2024-10-07,439,64,1,8,2024-10-07,2024-11-04,2024-11-04,28,0,0.0,1
L009279,20251113,2025-11-13,315,61,2,8,2025-11-13,2025-11-27,2025-11-27,14,0,0.0,1
L009280,20251217,2025-12-17,399,19,3,3,2025-12-17,2025-12-31,2025-12-31,14,0,0.0,1
L009281,20260102,2026-01-02,402,47,5,6,2026-01-02,2026-01-30,2026-01-30,28,0,0.0,1
L009282,20250120,2025-01-20,256,36,2,5,2025-01-20,2025-02-03,2025-02-03,14,0,0.0,1
L009283,20260325,2026-03-25,147,3,1,1,2026-03-25,2026-04-08,2026-04-05,11,0,0.0,1
L009284,20251217,2025-12-17,389,41,6,6,2025-12-17,2025-12-31,2025-12-31,14,0,0.0,1
L009285,20241013,2024-10-13,247,44,2,6,2024-10-13,2024-10-27,2024-10-27,14,0,0.0,1
L009286,20250611,2025-06-11,269,11,2,2,2025-06-11,2025-07-09,2025-07-09,28,0,0.0,1
L009287,20260115,2026-01-15,259,9,5,2,2026-01-15,2026-01-29,2026-01-27,12,0,0.0,1
L009288,20250404,2025-04-04,5,69,4,9,2025-04-04,2025-05-02,2025-05-02,28,0,0.0,1
L009289,20250518,2025-05-18,28,59,5,8,2025-05-18,2025-06-01,2025-06-01,14,0,0.0,1
L009290,20251124,2025-11-24,295,42,4,6,2025-11-24,2025-12-08,2025-12-12,18,4,1.2,1
L009291,20241011,2024-10-11,363,41,5,6,2024-10-11,2024-11-08,2024-11-07,27,2,0.6,1
L009292,20260520,2026-05-20,223,17,5,3,2026-05-20,2026-06-17,,11,0,0.0,1
L009293,20241231,2024-12-31,112,30,5,4,2024-12-31,2025-01-14,2025-01-20,20,6,1.8,1
L009294,20240920,2024-09-20,201,35,5,5,2024-09-20,2024-10-18,2024-10-18,28,0,0.0,1
L009295,20240904,2024-09-04,352,50,2,7,2024-09-04,2024-10-02,2024-10-02,28,0,0.0,1
L009296,20250526,2025-05-26,68,1,3,1,2025-05-26,2025-06-09,2025-06-21,26,14,4.2,1
L009297,20260407,2026-04-07,267,1,5,1,2026-04-07,2026-04-21,2026-05-07,30,20,6.0,1
L009298,20260212,2026-02-12,324,40,6,5,2026-02-12,2026-03-12,2026-03-09,25,0,0.0,1
L009299,20260430,2026-04-30,204,26,5,4,2026-04-30,2026-05-14,2026-05-14,14,0,0.0,1
L009300,20250924,2025-09-24,291,70,1,9,2025-09-24,2025-10-08,2025-10-08,14,0,0.0,1
L009301,20250613,2025-06-13,399,31,3,4,2025-06-13,2025-06-27,2025-07-17,34,20,6.0,1
L009302,20250520,2025-05-20,125,27,1,4,2025-05-20,2025-06-03,2025-05-31,11,0,0.0,1
L009303,20241005,2024-10-05,78,6,2,1,2024-10-05,2024-10-19,2024-11-02,28,16,4.8,1
L009304,20260428,2026-04-28,38,41,2,6,2026-04-28,2026-05-26,2026-05-26,28,0,0.0,1
L009305,20250829,2025-08-29,336,19,2,3,2025-08-29,2025-09-12,2025-09-28,30,16,4.8,1
L009306,20250616,2025-06-16,405,26,1,4,2025-06-16,2025-07-14,2025-07-14,28,0,0.0,1
L009307,20250911,2025-09-11,321,9,1,2,2025-09-11,2025-09-25,2025-09-25,14,0,0.0,1
L009308,20260123,2026-01-23,439,30,3,4,2026-01-23,2026-02-20,2026-03-03,39,11,3.3,1
L009309,20250120,2025-01-20,325,34,1,5,2025-01-20,2025-02-17,2025-02-17,28,0,0.0,1
L009310,20251225,2025-12-25,156,28,4,4,2025-12-25,2026-01-22,2026-01-21,27,1,0.3,1
L009311,20251225,2025-12-25,140,35,5,5,2025-12-25,2026-01-22,2026-01-20,26,0,0.0,1
L009312,20260310,2026-03-10,315,33,1,5,2026-03-10,2026-03-24,2026-03-24,14,0,0.0,1
L009313,20240906,2024-09-06,318,27,2,4,2024-09-06,2024-09-20,2024-09-20,14,0,0.0,1
L009314,20241230,2024-12-30,252,41,2,6,2024-12-30,2025-01-27,2025-01-27,28,0,0.0,1
L009315,20250624,2025-06-24,254,4,4,1,2025-06-24,2025-07-08,2025-07-08,14,0,0.0,1
L009316,20260310,2026-03-10,205,65,6,9,2026-03-10,2026-03-24,2026-03-24,14,0,0.0,1
L009317,20260519,2026-05-19,183,11,3,2,2026-05-19,2026-06-02,,12,0,0.0,1
L009318,20251101,2025-11-01,301,51,2,7,2025-11-01,2025-11-29,2025-11-28,27,0,0.0,1
L009319,20250115,2025-01-15,344,26,5,4,2025-01-15,2025-02-12,2025-02-10,26,0,0.0,1
L009320,20250104,2025-01-04,372,35,5,5,2025-01-04,2025-01-18,2025-02-02,29,15,4.5,1
L009321,20251127,2025-11-27,164,2,2,1,2025-11-27,2025-12-11,2025-12-11,14,0,0.0,1
L009322,20250115,2025-01-15,395,35,1,5,2025-01-15,2025-02-12,2025-03-02,46,18,5.4,1
L009323,20251006,2025-10-06,162,36,2,5,2025-10-06,2025-11-03,2025-11-03,28,0,0.0,1
L009324,20260225,2026-02-25,163,29,1,4,2026-02-25,2026-03-11,2026-03-11,14,0,0.0,1
L009325,20250521,2025-05-21,367,65,4,9,2025-05-21,2025-06-04,2025-06-04,14,0,0.0,1
L009326,20250516,2025-05-16,437,12,3,2,2025-05-16,2025-05-30,2025-06-14,29,17,5.1,1
L009327,20240927,2024-09-27,421,63,2,8,2024-09-27,2024-10-25,2024-10-21,24,0,0.0,1
L009328,20250210,2025-02-10,69,65,1,9,2025-02-10,2025-02-24,2025-02-26,16,2,0.6,1
L009329,20251220,2025-12-20,156,49,3,7,2025-12-20,2026-01-17,2026-01-18,29,1,0.3,1
L009330,20250509,2025-05-09,348,25,1,4,2025-05-09,2025-06-06,2025-06-05,27,0,0.0,1
L009331,20241224,2024-12-24,368,9,1,2,2024-12-24,2025-01-07,2025-01-07,14,0,0.0,1
L009332,20241127,2024-11-27,249,33,3,5,2024-11-27,2024-12-25,2024-12-23,26,0,0.0,1
L009333,20241115,2024-11-15,9,36,5,5,2024-11-15,2024-11-29,2024-11-29,14,0,0.0,1
L009334,20251205,2025-12-05,247,47,2,6,2025-12-05,2025-12-19,2025-12-17,12,0,0.0,1
L009335,20251117,2025-11-17,19,66,1,9,2025-11-17,2025-12-15,2025-12-15,28,0,0.0,1
L009336,20250914,2025-09-14,155,36,1,5,2025-09-14,2025-10-12,2025-10-10,26,0,0.0,1
L009337,20250902,2025-09-02,309,72,2,9,2025-09-02,2025-09-16,2025-09-16,14,0,0.0,1
L009338,20241221,2024-12-21,78,18,6,3,2024-12-21,2025-01-04,2025-01-01,11,0,0.0,1
L009339,20250903,2025-09-03,327,69,1,9,2025-09-03,2025-09-17,2025-09-17,14,0,0.0,1
L009340,20241015,2024-10-15,296,31,1,4,2024-10-15,2024-11-12,2024-11-12,28,0,0.0,1
L009341,20260505,2026-05-05,212,33,5,5,2026-05-05,2026-06-02,,26,0,0.0,1
L009342,20241014,2024-10-14,187,58,4,8,2024-10-14,2024-10-28,2024-10-26,12,0,0.0,1
L009343,20250604,2025-06-04,414,31,1,4,2025-06-04,2025-06-18,2025-06-21,17,3,0.9,1
L009344,20240901,2024-09-01,265,46,3,6,2024-09-01,2024-09-29,2024-09-29,28,0,0.0,1
L009345,20260121,2026-01-21,402,42,2,6,2026-01-21,2026-02-18,2026-03-03,41,14,4.2,1
L009346,20241227,2024-12-27,203,1,1,1,2024-12-27,2025-01-24,2025-01-24,28,0,0.0,1
L009347,20260505,2026-05-05,287,68,6,9,2026-05-05,2026-05-19,2026-05-19,14,0,0.0,1
L009348,20241003,2024-10-03,430,36,3,5,2024-10-03,2024-10-31,2024-10-31,28,0,0.0,1
L009349,20260213,2026-02-13,71,56,3,7,2026-02-13,2026-02-27,2026-02-24,11,0,0.0,1
L009350,20251204,2025-12-04,144,25,1,4,2025-12-04,2025-12-18,2025-12-17,13,0,0.0,1
L009351,20250206,2025-02-06,415,36,1,5,2025-02-06,2025-02-20,2025-02-20,14,0,0.0,1
L009352,20250111,2025-01-11,206,50,4,7,2025-01-11,2025-02-08,2025-02-05,25,0,0.0,1
L009353,20250508,2025-05-08,153,50,2,7,2025-05-08,2025-06-05,2025-06-05,28,0,0.0,1
L009354,20260220,2026-02-20,449,51,1,7,2026-02-20,2026-03-20,2026-03-18,26,0,0.0,1
L009355,20260319,2026-03-19,63,67,2,9,2026-03-19,2026-04-16,2026-04-15,27,0,0.0,1
L009356,20250101,2025-01-01,294,17,5,3,2025-01-01,2025-01-29,2025-01-29,28,0,0.0,1
L009357,20250507,2025-05-07,362,26,1,4,2025-05-07,2025-06-04,2025-06-11,35,7,2.1,1
L009358,20250125,2025-01-25,362,23,1,3,2025-01-25,2025-02-22,2025-02-22,28,0,0.0,1
L009359,20241206,2024-12-06,217,9,3,2,2024-12-06,2025-01-03,2025-01-03,28,0,0.0,1
L009360,20251130,2025-11-30,26,60,6,8,2025-11-30,2025-12-14,2025-12-14,14,0,0.0,1
L009361,20250504,2025-05-04,387,5,3,1,2025-05-04,2025-05-18,2025-05-22,18,4,1.2,1
L009362,20250121,2025-01-21,366,6,1,1,2025-01-21,2025-02-18,2025-02-27,37,11,3.3,1
L009363,20260323,2026-03-23,135,7,2,1,2026-03-23,2026-04-06,2026-04-06,14,0,0.0,1
L009364,20260108,2026-01-08,176,19,2,3,2026-01-08,2026-01-22,2026-01-22,14,0,0.0,1
L009365,20260116,2026-01-16,250,40,4,5,2026-01-16,2026-01-30,2026-02-09,24,11,3.3,1
L009366,20240930,2024-09-30,70,34,1,5,2024-09-30,2024-10-14,2024-11-03,34,20,6.0,1
L009367,20260501,2026-05-01,376,40,2,5,2026-05-01,2026-05-15,2026-05-14,13,0,0.0,1
L009368,20251020,2025-10-20,417,49,5,7,2025-10-20,2025-11-17,2025-11-17,28,0,0.0,1
L009369,20250904,2025-09-04,164,2,2,1,2025-09-04,2025-09-18,2025-09-18,14,0,0.0,1
L009370,20240909,2024-09-09,418,70,6,9,2024-09-09,2024-10-07,2024-10-26,47,19,5.7,1
L009371,20260418,2026-04-18,365,30,2,4,2026-04-18,2026-05-02,2026-05-18,30,19,5.7,1
L009372,20250930,2025-09-30,337,4,1,1,2025-09-30,2025-10-14,2025-10-14,14,0,0.0,1
L009373,20260217,2026-02-17,437,69,3,9,2026-02-17,2026-03-03,2026-03-03,14,0,0.0,1
L009374,20251203,2025-12-03,165,13,1,2,2025-12-03,2025-12-31,2025-12-27,24,0,0.0,1
L009375,20260125,2026-01-25,414,13,1,2,2026-01-25,2026-02-08,2026-02-08,14,0,0.0,1
L009376,20251218,2025-12-18,59,39,2,5,2025-12-18,2026-01-01,2026-01-15,28,14,4.2,1
L009377,20260504,2026-05-04,234,3,4,1,2026-05-04,2026-06-01,,27,0,0.0,1
L009378,20250121,2025-01-21,265,42,3,6,2025-01-21,2025-02-18,2025-02-19,29,1,0.3,1
L009379,20250111,2025-01-11,71,3,3,1,2025-01-11,2025-01-25,2025-01-24,13,0,0.0,1
L009380,20251226,2025-12-26,341,23,2,3,2025-12-26,2026-01-09,2026-01-26,31,17,5.1,1
L009381,20250903,2025-09-03,234,4,1,1,2025-09-03,2025-10-01,2025-10-13,40,12,3.6,1
L009382,20251105,2025-11-05,223,19,5,3,2025-11-05,2025-12-03,2025-12-03,28,0,0.0,1
L009383,20251224,2025-12-24,279,4,1,1,2025-12-24,2026-01-21,2026-02-07,45,21,6.3,1
L009384,20251002,2025-10-02,78,12,5,2,2025-10-02,2025-10-16,2025-10-16,14,0,0.0,1
L009385,20260122,2026-01-22,118,2,2,1,2026-01-22,2026-02-05,2026-02-11,20,6,1.8,1
L009386,20250412,2025-04-12,104,15,2,2,2025-04-12,2025-04-26,2025-04-25,13,0,0.0,1
L009387,20260317,2026-03-17,429,66,5,9,2026-03-17,2026-03-31,2026-03-31,14,0,0.0,1
L009388,20241129,2024-11-29,356,63,2,8,2024-11-29,2024-12-27,2024-12-28,29,3,0.9,1
L009389,20251125,2025-11-25,254,25,4,4,2025-11-25,2025-12-09,2025-12-09,14,0,0.0,1
L009390,20260413,2026-04-13,310,3,5,1,2026-04-13,2026-04-27,2026-04-27,14,0,0.0,1
L009391,20250208,2025-02-08,307,25,2,4,2025-02-08,2025-03-08,2025-03-06,26,0,0.0,1
L009392,20250421,2025-04-21,143,42,3,6,2025-04-21,2025-05-19,2025-05-19,28,0,0.0,1
L009393,20250331,2025-03-31,55,43,5,6,2025-03-31,2025-04-14,2025-04-14,14,0,0.0,1
L009394,20251013,2025-10-13,265,42,3,6,2025-10-13,2025-11-10,2025-11-10,28,0,0.0,1
L009395,20250530,2025-05-30,145,41,2,6,2025-05-30,2025-06-13,2025-06-23,24,10,3.0,1
L009396,20241129,2024-11-29,398,44,2,6,2024-11-29,2024-12-27,2024-12-27,28,0,0.0,1
L009397,20260413,2026-04-13,134,37,6,5,2026-04-13,2026-04-27,2026-04-25,12,0,0.0,1
L009398,20250113,2025-01-13,273,40,5,5,2025-01-13,2025-01-27,2025-01-31,18,5,1.5,1
L009399,20250924,2025-09-24,206,15,4,2,2025-09-24,2025-10-22,2025-10-22,28,0,0.0,1
L009400,20251101,2025-11-01,342,27,5,4,2025-11-01,2025-11-29,2025-11-26,25,0,0.0,1
L009401,20241001,2024-10-01,427,29,3,4,2024-10-01,2024-10-15,2024-10-15,14,0,0.0,1
L009402,20241115,2024-11-15,203,65,1,9,2024-11-15,2024-12-13,2024-12-13,28,0,0.0,1
L009403,20260521,2026-05-21,27,11,5,2,2026-05-21,2026-06-04,,10,0,0.0,1
L009404,20251208,2025-12-08,312,63,5,8,2025-12-08,2025-12-22,2026-01-02,25,11,3.3,1
L009405,20240925,2024-09-25,73,42,6,6,2024-09-25,2024-10-09,2024-10-05,10,0,0.0,1
L009406,20260123,2026-01-23,64,52,6,7,2026-01-23,2026-02-06,2026-02-14,22,8,2.4,1
L009407,20250908,2025-09-08,312,51,4,7,2025-09-08,2025-09-22,2025-09-22,14,0,0.0,1
L009408,20241027,2024-10-27,63,31,1,4,2024-10-27,2024-11-24,2024-11-21,25,0,0.0,1
L009409,20251213,2025-12-13,72,2,5,1,2025-12-13,2025-12-27,2025-12-28,15,1,0.3,1
L009410,20250902,2025-09-02,215,61,2,8,2025-09-02,2025-09-16,2025-09-16,14,0,0.0,1
L009411,20250113,2025-01-13,221,9,4,2,2025-01-13,2025-01-27,2025-02-17,35,21,6.3,1
L009412,20260402,2026-04-02,414,12,1,2,2026-04-02,2026-04-16,2026-04-16,14,0,0.0,1
L009413,20250318,2025-03-18,153,27,2,4,2025-03-18,2025-04-15,2025-04-13,26,0,0.0,1
L009414,20250311,2025-03-11,197,51,4,7,2025-03-11,2025-03-25,2025-03-25,14,0,0.0,1
L009415,20250227,2025-02-27,325,59,1,8,2025-02-27,2025-03-27,2025-03-27,28,0,0.0,1
L009416,20260115,2026-01-15,378,61,5,8,2026-01-15,2026-02-12,2026-02-09,25,0,0.0,1
L009417,20251224,2025-12-24,183,49,1,7,2025-12-24,2026-01-07,2026-01-07,14,0,0.0,1
L009418,20260423,2026-04-23,300,19,4,3,2026-04-23,2026-05-07,2026-05-05,12,0,0.0,1
L009419,20250122,2025-01-22,297,37,5,5,2025-01-22,2025-02-05,2025-02-05,14,0,0.0,1
L009420,20260121,2026-01-21,162,38,3,5,2026-01-21,2026-02-18,2026-03-06,44,16,4.8,1
L009421,20251018,2025-10-18,71,54,3,7,2025-10-18,2025-11-01,2025-11-01,14,0,0.0,1
L009422,20250403,2025-04-03,319,11,5,2,2025-04-03,2025-05-01,2025-05-01,28,0,0.0,1
L009423,20240927,2024-09-27,150,31,1,4,2024-09-27,2024-10-11,2024-10-11,14,0,0.0,1
L009424,20260212,2026-02-12,165,68,1,9,2026-02-12,2026-03-12,2026-03-08,24,0,0.0,1
L009425,20250128,2025-01-28,273,64,5,8,2025-01-28,2025-02-11,2025-02-08,11,0,0.0,1
L009426,20251124,2025-11-24,93,12,2,2,2025-11-24,2025-12-22,2025-12-22,28,0,0.0,1
L009427,20251003,2025-10-03,137,65,3,9,2025-10-03,2025-10-17,2025-10-17,14,0,0.0,1
L009428,20240904,2024-09-04,219,44,4,6,2024-09-04,2024-09-18,2024-09-18,14,0,0.0,1
L009429,20260529,2026-05-29,399,1,3,1,2026-05-29,2026-06-12,,2,0,0.0,1
L009430,20260209,2026-02-09,355,28,1,4,2026-02-09,2026-02-23,2026-03-12,31,17,5.1,1
L009431,20250730,2025-07-30,165,51,1,7,2025-07-30,2025-08-27,2025-08-27,28,0,0.0,1
L009432,20251213,2025-12-13,162,51,3,7,2025-12-13,2026-01-10,2026-01-10,28,0,0.0,1
L009433,20250630,2025-06-30,446,60,1,8,2025-06-30,2025-07-14,2025-07-14,14,0,0.0,1
L009434,20260107,2026-01-07,307,40,2,5,2026-01-07,2026-02-04,2026-02-04,28,0,0.0,1
L009435,20241212,2024-12-12,320,48,5,6,2024-12-12,2024-12-26,2025-01-11,30,16,4.8,1
L009436,20250612,2025-06-12,34,44,2,6,2025-06-12,2025-06-26,2025-06-25,13,0,0.0,1
L009437,20250429,2025-04-29,64,65,5,9,2025-04-29,2025-05-13,2025-05-13,14,0,0.0,1
L009438,20250618,2025-06-18,159,29,5,4,2025-06-18,2025-07-02,2025-07-02,14,0,0.0,1
L009439,20250614,2025-06-14,387,25,3,4,2025-06-14,2025-06-28,2025-06-28,14,0,0.0,1
L009440,20241217,2024-12-17,412,11,1,2,2024-12-17,2025-01-14,2025-01-14,28,0,0.0,1
L009441,20260522,2026-05-22,112,25,2,4,2026-05-22,2026-06-05,,9,0,0.0,1
L009442,20240912,2024-09-12,329,11,1,2,2024-09-12,2024-10-10,2024-10-10,28,0,0.0,1
L009443,20240909,2024-09-09,398,19,2,3,2024-09-09,2024-10-07,2024-10-07,28,0,0.0,1
L009444,20250515,2025-05-15,399,18,3,3,2025-05-15,2025-05-29,2025-05-29,14,0,0.0,1
L009445,20251119,2025-11-19,223,25,6,4,2025-11-19,2025-12-17,2026-01-06,48,20,6.0,1
L009446,20250102,2025-01-02,140,35,3,5,2025-01-02,2025-01-30,2025-01-30,28,0,0.0,1
L009447,20250923,2025-09-23,430,20,3,3,2025-09-23,2025-10-21,2025-10-20,27,0,0.0,1
L009448,20251230,2025-12-30,153,5,2,1,2025-12-30,2026-01-27,2026-01-27,28,0,0.0,1
L009449,20241114,2024-11-14,139,25,5,4,2024-11-14,2024-11-28,2024-11-28,14,0,0.0,1
L009450,20260526,2026-05-26,120,50,2,7,2026-05-26,2026-06-09,,5,0,0.0,1
L009451,20250430,2025-04-30,255,41,1,6,2025-04-30,2025-05-28,2025-05-28,28,0,0.0,1
L009452,20251128,2025-11-28,67,46,5,6,2025-11-28,2025-12-12,2025-12-26,28,14,4.2,1
L009453,20241202,2024-12-02,273,65,6,9,2024-12-02,2024-12-16,2024-12-16,14,0,0.0,1
L009454,20251225,2025-12-25,426,4,5,1,2025-12-25,2026-01-08,2026-01-08,14,0,0.0,1
L009455,20260302,2026-03-02,249,33,1,5,2026-03-02,2026-03-30,2026-03-29,27,0,0.0,1
L009456,20241127,2024-11-27,435,25,4,4,2024-11-27,2024-12-11,2024-12-11,14,0,0.0,1
L009457,20241209,2024-12-09,410,19,5,3,2024-12-09,2024-12-23,2024-12-23,14,0,0.0,1
L009458,20250307,2025-03-07,363,21,5,3,2025-03-07,2025-04-04,2025-04-04,28,0,0.0,1
L009459,20240910,2024-09-10,294,24,1,3,2024-09-10,2024-10-08,2024-10-19,39,12,3.6,1
L009460,20260526,2026-05-26,399,25,1,4,2026-05-26,2026-06-09,,5,0,0.0,1
L009461,20251105,2025-11-05,265,43,6,6,2025-11-05,2025-12-03,2025-12-03,28,0,0.0,1
L009462,20251113,2025-11-13,120,42,5,6,2025-11-13,2025-11-27,2025-11-27,14,0,0.0,1
L009463,20260517,2026-05-17,418,66,6,9,2026-05-17,2026-06-14,,14,0,0.0,1
L009464,20260223,2026-02-23,248,40,2,5,2026-02-23,2026-03-09,2026-03-09,14,0,0.0,1
L009465,20260209,2026-02-09,411,35,5,5,2026-02-09,2026-03-09,2026-03-09,28,0,0.0,1
L009466,20250501,2025-05-01,194,4,1,1,2025-05-01,2025-05-29,2025-05-29,28,0,0.0,1
L009467,20250428,2025-04-28,171,26,6,4,2025-04-28,2025-05-12,2025-05-12,14,0,0.0,1
L009468,20250318,2025-03-18,351,40,2,5,2025-03-18,2025-04-01,2025-03-29,11,0,0.0,1
