reservation_id,date_id,event_date,user_id,book_id,branch_id,category_id,reservation_status,wait_days,quantity
R001808,20250929,2025-09-29,138,11,2,2,pending,7,1
R001809,20251220,2025-12-20,3,4,4,1,fulfilled,20,1
R001810,20260101,2026-01-01,292,25,4,4,fulfilled,36,1
R001811,20260501,2026-05-01,388,31,2,4,pending,6,1
R001812,20260515,2026-05-15,267,17,4,3,fulfilled,5,1
R001813,20250117,2025-01-17,348,61,5,8,cancelled,3,1
R001814,20260518,2026-05-18,110,19,4,3,fulfilled,11,1
R001815,20260117,2026-01-17,255,43,6,6,cancelled,9,1
R001816,20251026,2025-10-26,385,63,6,8,fulfilled,0,1
R001817,20241007,2024-10-07,333,17,3,3,fulfilled,0,1
R001818,20241226,2024-12-26,138,35,4,5,pending,4,1
R001819,20241222,2024-12-22,110,19,5,3,fulfilled,5,1
R001820,20250511,2025-05-11,296,64,5,8,pending,3,1
R001821,20251022,2025-10-22,29,7,1,1,fulfilled,0,1
R001822,20241006,2024-10-06,55,41,1,6,cancelled,1,1
R001823,20241205,2024-12-05,260,4,4,1,fulfilled,23,1
R001824,20251013,2025-10-13,19,67,1,9,fulfilled,0,1
R001825,20250221,2025-02-21,20,31,6,4,fulfilled,0,1
R001826,20250830,2025-08-30,71,49,3,7,fulfilled,0,1
R001827,20251006,2025-10-06,95,30,1,4,fulfilled,7,1
R001828,20250925,2025-09-25,203,63,1,8,fulfilled,0,1
R001829,20241115,2024-11-15,310,26,4,4,fulfilled,7,1
R001830,20250916,2025-09-16,17,4,2,1,cancelled,15,1
R001831,20251014,2025-10-14,129,41,6,6,fulfilled,0,1
R001832,20250610,2025-06-10,322,70,3,9,fulfilled,0,1
R001833,20260106,2026-01-06,223,12,1,2,fulfilled,5,1
R001834,20241128,2024-11-28,3,34,1,5,fulfilled,0,1
R001835,20260105,2026-01-05,165,55,1,7,pending,6,1
R001836,20260427,2026-04-27,399,11,2,2,fulfilled,4,1
R001837,20260105,2026-01-05,32,4,4,1,cancelled,3,1
R001838,20260106,2026-01-06,234,12,1,2,pending,4,1
R001839,20250905,2025-09-05,4,33,1,5,fulfilled,7,1
R001840,20260401,2026-04-01,226,58,2,8,fulfilled,0,1
R001841,20260406,2026-04-06,164,6,2,1,fulfilled,0,1
R001842,20250513,2025-05-13,145,9,5,2,pending,6,1
R001843,20251023,2025-10-23,286,1,5,1,cancelled,6,1
R001844,20250526,2025-05-26,120,15,6,2,fulfilled,0,1
R001845,20250120,2025-01-20,417,39,5,5,pending,4,1
R001846,20241202,2024-12-02,320,4,2,1,fulfilled,29,1
R001847,20250902,2025-09-02,155,51,1,7,fulfilled,15,1
R001848,20250520,2025-05-20,258,18,2,3,pending,4,1
R001849,20250120,2025-01-20,220,64,4,8,fulfilled,4,1
R001850,20251225,2025-12-25,21,65,1,9,fulfilled,16,1
R001851,20250925,2025-09-25,88,3,2,1,fulfilled,3,1
R001852,20251024,2025-10-24,307,25,2,4,fulfilled,5,1
R001853,20251116,2025-11-16,160,65,4,9,fulfilled,3,1
R001854,20250108,2025-01-08,219,44,4,6,fulfilled,6,1
R001855,20250903,2025-09-03,160,35,2,5,fulfilled,6,1
R001856,20251029,2025-10-29,132,51,3,7,fulfilled,0,1
R001857,20241209,2024-12-09,8,11,1,2,fulfilled,9,1
R001858,20260525,2026-05-25,323,10,2,2,fulfilled,7,1
R001859,20250901,2025-09-01,415,64,1,8,fulfilled,5,1
R001860,20241014,2024-10-14,133,40,6,5,fulfilled,0,1
R001861,20260521,2026-05-21,110,56,4,7,fulfilled,7,1
R001862,20260116,2026-01-16,417,1,2,1,fulfilled,6,1
R001863,20251117,2025-11-17,345,25,2,4,fulfilled,8,1
R001864,20250831,2025-08-31,147,31,4,4,fulfilled,2,1
R001865,20251201,2025-12-01,363,41,6,6,fulfilled,0,1
R001866,20251206,2025-12-06,87,14,1,2,fulfilled,9,1
R001867,20250707,2025-07-07,129,7,6,1,fulfilled,0,1
R001868,20250328,2025-03-28,372,10,5,2,fulfilled,11,1
R001869,20240924,2024-09-24,132,49,3,7,fulfilled,0,1
R001870,20260415,2026-04-15,20,64,6,8,fulfilled,0,1
R001871,20241009,2024-10-09,9,31,5,4,fulfilled,17,1
R001872,20251023,2025-10-23,155,40,1,5,fulfilled,6,1
R001873,20250516,2025-05-16,296,4,5,1,cancelled,10,1
R001874,20240930,2024-09-30,433,31,1,4,cancelled,1,1
R001875,20260106,2026-01-06,363,41,1,6,cancelled,3,1
R001876,20250217,2025-02-17,373,19,4,3,fulfilled,10,1
R001877,20251210,2025-12-10,275,59,3,8,fulfilled,0,1
R001878,20250617,2025-06-17,95,25,2,4,pending,5,1
R001879,20260211,2026-02-11,268,68,5,9,fulfilled,0,1
R001880,20251123,2025-11-23,115,59,1,8,fulfilled,11,1
R001881,20250508,2025-05-08,310,33,5,5,pending,19,1
R001882,20251225,2025-12-25,273,33,5,5,pending,7,1
R001883,20251217,2025-12-17,211,11,4,2,fulfilled,7,1
R001884,20250619,2025-06-19,310,42,1,6,fulfilled,13,1
R001885,20260221,2026-02-21,339,63,3,8,fulfilled,0,1
R001886,20260506,2026-05-06,20,35,6,5,cancelled,5,1
R001887,20250410,2025-04-10,426,3,5,1,fulfilled,11,1
R001888,20250107,2025-01-07,129,52,6,7,fulfilled,0,1
R001889,20250215,2025-02-15,154,48,2,6,fulfilled,0,1
R001890,20250411,2025-04-11,346,9,1,2,fulfilled,8,1
R001891,20250616,2025-06-16,208,6,1,1,fulfilled,4,1
R001892,20241001,2024-10-01,321,15,3,2,fulfilled,0,1
R001893,20241212,2024-12-12,315,42,1,6,pending,2,1
R001894,20250609,2025-06-09,290,31,2,4,fulfilled,6,1
R001895,20251128,2025-11-28,294,26,1,4,fulfilled,3,1
R001896,20260317,2026-03-17,2,40,1,5,fulfilled,6,1
R001897,20241119,2024-11-19,436,36,1,5,fulfilled,9,1
R001898,20241022,2024-10-22,95,64,2,8,fulfilled,0,1
R001899,20250605,2025-06-05,241,31,2,4,fulfilled,5,1
R001900,20241113,2024-11-13,314,4,3,1,fulfilled,0,1
R001901,20241224,2024-12-24,74,1,2,1,fulfilled,3,1
R001902,20241118,2024-11-18,234,20,3,3,fulfilled,0,1
R001903,20250602,2025-06-02,5,69,4,9,fulfilled,5,1
R001904,20251020,2025-10-20,53,11,2,2,fulfilled,2,1
R001905,20250801,2025-08-01,202,15,4,2,pending,5,1
R001906,20251024,2025-10-24,397,35,4,5,fulfilled,4,1
R001907,20260313,2026-03-13,363,46,4,6,fulfilled,0,1
R001908,20251127,2025-11-27,76,39,2,5,fulfilled,0,1
R001909,20250110,2025-01-10,358,22,1,3,fulfilled,8,1
R001910,20250430,2025-04-30,1,36,2,5,fulfilled,0,1
R001911,20251007,2025-10-07,64,5,5,1,fulfilled,0,1
R001912,20251023,2025-10-23,348,64,5,8,fulfilled,1,1
R001913,20260111,2026-01-11,401,52,2,7,fulfilled,9,1
R001914,20251006,2025-10-06,206,46,3,6,fulfilled,0,1
R001915,20251003,2025-10-03,120,59,1,8,fulfilled,0,1
R001916,20241021,2024-10-21,93,33,5,5,fulfilled,16,1
R001917,20250523,2025-05-23,155,35,1,5,fulfilled,15,1
R001918,20241202,2024-12-02,143,63,2,8,fulfilled,8,1
R001919,20250529,2025-05-29,441,11,1,2,cancelled,13,1
R001920,20250309,2025-03-09,253,18,6,3,fulfilled,0,1
R001921,20251216,2025-12-16,190,54,3,7,fulfilled,0,1
R001922,20241127,2024-11-27,347,35,2,5,fulfilled,4,1
R001923,20251106,2025-11-06,359,17,1,3,pending,7,1
R001924,20260423,2026-04-23,100,15,1,2,fulfilled,8,1
R001925,20250513,2025-05-13,205,65,3,9,pending,0,1
R001926,20250304,2025-03-04,193,1,2,1,fulfilled,3,1
R001927,20260101,2026-01-01,71,29,6,4,fulfilled,0,1
R001928,20260408,2026-04-08,75,26,6,4,fulfilled,0,1
R001929,20260420,2026-04-20,434,52,5,7,cancelled,10,1
R001930,20260113,2026-01-13,95,9,3,2,fulfilled,1,1
R001931,20250519,2025-05-19,301,2,2,1,cancelled,7,1
R001932,20250221,2025-02-21,314,4,5,1,cancelled,22,1
R001933,20250930,2025-09-30,226,41,5,6,fulfilled,5,1
R001934,20251120,2025-11-20,155,40,2,5,fulfilled,13,1
R001935,20240916,2024-09-16,402,24,6,3,fulfilled,0,1
R001936,20250417,2025-04-17,175,9,5,2,fulfilled,8,1
R001937,20250512,2025-05-12,102,66,5,9,pending,7,1
R001938,20250604,2025-06-04,363,40,6,5,fulfilled,0,1
R001939,20241115,2024-11-15,301,61,1,8,fulfilled,0,1
R001940,20260501,2026-05-01,110,31,4,4,fulfilled,6,1
R001941,20260512,2026-05-12,340,41,5,6,fulfilled,17,1
R001942,20260316,2026-03-16,99,56,3,7,fulfilled,0,1
R001943,20260227,2026-02-27,193,25,2,4,pending,11,1
R001944,20241210,2024-12-10,432,42,1,6,cancelled,5,1
R001945,20260202,2026-02-02,66,54,2,7,fulfilled,0,1
R001946,20250507,2025-05-07,360,33,2,5,fulfilled,13,1
R001947,20241224,2024-12-24,186,13,1,2,cancelled,7,1
R001948,20251209,2025-12-09,431,1,3,1,fulfilled,6,1
R001949,20260123,2026-01-23,321,4,1,1,pending,33,1
R001950,20250205,2025-02-05,146,36,2,5,pending,0,1
R001951,20250106,2025-01-06,322,36,3,5,fulfilled,0,1
R001952,20241206,2024-12-06,363,42,5,6,cancelled,9,1
R001953,20260108,2026-01-08,196,15,2,2,fulfilled,5,1
R001954,20250910,2025-09-10,38,42,2,6,pending,3,1
R001955,20260109,2026-01-09,317,15,2,2,cancelled,18,1
R001956,20250507,2025-05-07,186,4,3,1,pending,12,1
R001957,20250616,2025-06-16,380,17,2,3,cancelled,4,1
R001958,20240926,2024-09-26,420,63,2,8,fulfilled,0,1
R001959,20251021,2025-10-21,147,11,1,2,fulfilled,3,1
R001960,20251211,2025-12-11,157,69,6,9,fulfilled,0,1
R001961,20260507,2026-05-07,150,41,5,6,fulfilled,9,1
R001962,20260515,2026-05-15,265,34,3,5,pending,5,1
R001963,20250213,2025-02-13,310,47,5,6,fulfilled,7,1
R001964,20250929,2025-09-29,184,40,1,5,fulfilled,2,1
R001965,20251120,2025-11-20,71,26,3,4,fulfilled,0,1
R001966,20250120,2025-01-20,241,26,2,4,fulfilled,11,1
R001967,20250104,2025-01-04,165,35,1,5,fulfilled,6,1
R001968,20250109,2025-01-09,324,42,2,6,fulfilled,7,1
R001969,20251010,2025-10-10,306,35,2,5,fulfilled,1,1
R001970,20260525,2026-05-25,282,46,5,6,fulfilled,15,1
R001971,20250106,2025-01-06,439,61,2,8,fulfilled,0,1
R001972,20260310,2026-03-10,4,40,5,5,cancelled,2,1
R001973,20240908,2024-09-08,120,41,3,6,fulfilled,0,1
R001974,20251226,2025-12-26,19,35,1,5,fulfilled,16,1
R001975,20250616,2025-06-16,446,43,2,6,fulfilled,8,1
R001976,20240912,2024-09-12,55,25,5,4,pending,14,1
R001977,20260506,2026-05-06,110,50,4,7,fulfilled,13,1
R001978,20241007,2024-10-07,23,60,6,8,fulfilled,0,1
R001979,20250408,2025-04-08,159,9,2,2,pending,1,1
R001980,20240924,2024-09-24,344,12,2,2,fulfilled,23,1
R001981,20260517,2026-05-17,40,70,5,9,fulfilled,8,1
R001982,20251202,2025-12-02,436,35,1,5,cancelled,23,1
R001983,20241210,2024-12-10,229,41,5,6,cancelled,1,1
R001984,20251220,2025-12-20,252,43,1,6,fulfilled,2,1
R001985,20260525,2026-05-25,129,30,3,4,fulfilled,0,1
R001986,20250915,2025-09-15,58,35,4,5,fulfilled,7,1
R001987,20250215,2025-02-15,189,45,1,6,fulfilled,0,1
R001988,20251024,2025-10-24,3,22,1,3,pending,1,1
R001989,20251118,2025-11-18,136,40,1,5,fulfilled,3,1
R001990,20250725,2025-07-25,396,60,6,8,fulfilled,0,1
R001991,20260409,2026-04-09,310,47,2,6,pending,4,1
R001992,20251023,2025-10-23,398,36,2,5,fulfilled,0,1
R001993,20251217,2025-12-17,231,33,3,5,fulfilled,0,1
R001994,20251223,2025-12-23,71,42,3,6,fulfilled,0,1
R001995,20250610,2025-06-10,399,2,3,1,fulfilled,0,1
R001996,20250515,2025-05-15,437,11,3,2,fulfilled,11,1
R001997,20251224,2025-12-24,297,54,5,7,fulfilled,7,1
R001998,20241219,2024-12-19,302,7,5,1,cancelled,4,1
R001999,20251014,2025-10-14,440,52,5,7,fulfilled,4,1
R002000,20250519,2025-05-19,390,27,5,4,fulfilled,6,1
R002001,20250529,2025-05-29,212,52,5,7,pending,4,1
R002002,20260305,2026-03-05,283,1,1,1,pending,2,1
R002003,20250108,2025-01-08,12,67,5,9,fulfilled,4,1
R002004,20250504,2025-05-04,147,11,1,2,fulfilled,3,1
R002005,20251027,2025-10-27,70,47,1,6,fulfilled,9,1
R002006,20250326,2025-03-26,146,52,2,7,fulfilled,0,1
R002007,20260505,2026-05-05,280,29,1,4,fulfilled,5,1
R002008,20250912,2025-09-12,163,19,1,3,pending,16,1
R002009,20250529,2025-05-29,231,35,3,5,fulfilled,0,1
R002010,20251202,2025-12-02,350,71,5,9,fulfilled,4,1
R002011,20251003,2025-10-03,306,50,2,7,fulfilled,0,1
R002012,20250120,2025-01-20,140,38,3,5,fulfilled,0,1
R002013,20250312,2025-03-12,234,4,1,1,fulfilled,20,1
R002014,20260504,2026-05-04,19,72,1,9,fulfilled,10,1
R002015,20250805,2025-08-05,358,2,2,1,fulfilled,5,1
R002016,20250505,2025-05-05,340,41,2,6,fulfilled,5,1
R002017,20260513,2026-05-13,249,35,1,5,fulfilled,3,1
R002018,20251118,2025-11-18,213,25,1,4,pending,25,1
R002019,20251218,2025-12-18,371,11,1,2,fulfilled,19,1
R002020,20250303,2025-03-03,432,19,2,3,fulfilled,4,1
R002021,20250110,2025-01-10,93,10,5,2,fulfilled,25,1
R002022,20250617,2025-06-17,278,15,5,2,cancelled,7,1
R002023,20250531,2025-05-31,213,42,1,6,fulfilled,3,1
R002024,20260122,2026-01-22,7,24,3,3,fulfilled,0,1
R002025,20250120,2025-01-20,183,63,1,8,fulfilled,1,1
R002026,20251107,2025-11-07,377,25,3,4,fulfilled,0,1
R002027,20250617,2025-06-17,443,33,5,5,pending,3,1
R002028,20260102,2026-01-02,79,51,2,7,fulfilled,11,1
R002029,20260511,2026-05-11,86,36,5,5,fulfilled,6,1
R002030,20241230,2024-12-30,270,51,5,7,fulfilled,1,1
R002031,20260310,2026-03-10,104,43,2,6,fulfilled,0,1
R002032,20260129,2026-01-29,415,34,1,5,fulfilled,0,1
R002033,20251211,2025-12-11,87,5,3,1,fulfilled,0,1
R002034,20241220,2024-12-20,414,30,1,4,pending,14,1
R002035,20260105,2026-01-05,53,15,2,2,pending,11,1
R002036,20250516,2025-05-16,88,42,2,6,fulfilled,3,1
R002037,20260520,2026-05-20,327,66,1,9,pending,8,1
R002038,20250610,2025-06-10,333,12,1,2,cancelled,3,1
R002039,20241220,2024-12-20,429,70,2,9,fulfilled,0,1
R002040,20260115,2026-01-15,392,2,1,1,cancelled,7,1
R002041,20260120,2026-01-20,415,33,4,5,fulfilled,7,1
R002042,20250606,2025-06-06,97,20,6,3,fulfilled,0,1
R002043,20260203,2026-02-03,306,35,5,5,cancelled,3,1
R002044,20251125,2025-11-25,95,63,5,8,fulfilled,8,1
R002045,20251210,2025-12-10,143,44,3,6,fulfilled,0,1
R002046,20250513,2025-05-13,393,40,1,5,cancelled,18,1
R002047,20250116,2025-01-16,70,61,1,8,fulfilled,2,1
R002048,20241210,2024-12-10,143,25,3,4,fulfilled,9,1
R002049,20260113,2026-01-13,443,11,5,2,pending,26,1
R002050,20260520,2026-05-20,429,59,5,8,fulfilled,2,1
R002051,20251019,2025-10-19,301,18,5,3,fulfilled,5,1
R002052,20250616,2025-06-16,80,2,5,1,fulfilled,4,1
R002053,20240919,2024-09-19,11,8,6,1,fulfilled,0,1
R002054,20260421,2026-04-21,186,52,3,7,cancelled,0,1
R002055,20260420,2026-04-20,439,59,3,8,fulfilled,0,1
R002056,20250530,2025-05-30,18,18,2,3,fulfilled,5,1
R002057,20260101,2026-01-01,294,19,1,3,pending,12,1
R002058,20260104,2026-01-04,265,50,3,7,fulfilled,0,1
R002059,20241112,2024-11-12,161,51,5,7,pending,4,1
R002060,20251001,2025-10-01,260,31,4,4,fulfilled,1,1
R002061,20250227,2025-02-27,289,70,2,9,fulfilled,0,1
R002062,20251210,2025-12-10,389,31,6,4,fulfilled,0,1
R002063,20241231,2024-12-31,126,42,2,6,fulfilled,4,1
R002064,20260106,2026-01-06,342,12,5,2,pending,6,1
R002065,20250620,2025-06-20,316,1,3,1,fulfilled,7,1
R002066,20260211,2026-02-11,88,25,1,4,fulfilled,6,1
R002067,20260121,2026-01-21,300,51,4,7,fulfilled,3,1
R002068,20251214,2025-12-14,98,50,5,7,fulfilled,3,1
R002069,20241001,2024-10-01,254,22,4,3,fulfilled,0,1
R002070,20260116,2026-01-16,194,12,2,2,fulfilled,19,1
R002071,20251116,2025-11-16,193,32,2,4,fulfilled,0,1
R002072,20241211,2024-12-11,194,27,2,4,fulfilled,9,1
R002073,20250411,2025-04-11,20,64,6,8,fulfilled,0,1
R002074,20260529,2026-05-29,395,58,1,8,fulfilled,10,1
R002075,20260422,2026-04-22,363,46,5,6,fulfilled,0,1
R002076,20250402,2025-04-02,321,20,1,3,fulfilled,4,1
R002077,20250902,2025-09-02,212,40,5,5,fulfilled,2,1
R002078,20241001,2024-10-01,321,63,4,8,fulfilled,0,1
R002079,20260526,2026-05-26,302,9,5,2,cancelled,8,1
R002080,20260520,2026-05-20,260,19,4,3,cancelled,7,1
R002081,20241204,2024-12-04,186,25,3,4,fulfilled,1,1
R002082,20250503,2025-05-03,78,31,2,4,fulfilled,9,1
R002083,20241015,2024-10-15,326,60,1,8,fulfilled,0,1
R002084,20260204,2026-02-04,306,33,2,5,fulfilled,0,1
R002085,20250620,2025-06-20,449,51,1,7,cancelled,4,1
R002086,20260513,2026-05-13,344,3,2,1,pending,2,1
R002087,20241216,2024-12-16,373,17,3,3,fulfilled,4,1
R002088,20241030,2024-10-30,348,45,5,6,fulfilled,0,1
R002089,20260506,2026-05-06,183,51,5,7,fulfilled,17,1
R002090,20260506,2026-05-06,400,26,1,4,pending,13,1
R002091,20260313,2026-03-13,17,4,3,1,fulfilled,0,1
R002092,20250303,2025-03-03,36,17,5,3,pending,8,1
R002093,20260531,2026-05-31,310,31,5,4,cancelled,7,1
R002094,20241212,2024-12-12,289,34,2,5,fulfilled,0,1
R002095,20250613,2025-06-13,441,58,5,8,cancelled,11,1
R002096,20250416,2025-04-16,8,23,1,3,pending,3,1
R002097,20260224,2026-02-24,42,28,5,4,fulfilled,0,1
R002098,20260115,2026-01-15,363,47,5,6,fulfilled,10,1
R002099,20250613,2025-06-13,437,18,5,3,cancelled,36,1
R002100,20251105,2025-11-05,324,64,2,8,fulfilled,0,1
R002101,20260413,2026-04-13,155,37,1,5,fulfilled,0,1
R002102,20241031,2024-10-31,218,42,3,6,fulfilled,0,1
R002103,20260507,2026-05-07,346,19,2,3,pending,8,1
R002104,20260520,2026-05-20,23,17,6,3,cancelled,2,1
R002105,20241223,2024-12-23,368,31,1,4,pending,3,1
R002106,20260225,2026-02-25,99,46,5,6,fulfilled,0,1
R002107,20241213,2024-12-13,324,1,1,1,pending,16,1
R002108,20250520,2025-05-20,441,13,1,2,fulfilled,6,1
R002109,20250616,2025-06-16,147,50,3,7,fulfilled,0,1
R002110,20251125,2025-11-25,71,9,3,2,fulfilled,2,1
R002111,20250614,2025-06-14,81,51,4,7,fulfilled,14,1
R002112,20250220,2025-02-20,109,65,1,9,fulfilled,0,1
R002113,20250522,2025-05-22,85,4,2,1,fulfilled,5,1
R002114,20260120,2026-01-20,370,31,1,4,fulfilled,4,1
R002115,20241125,2024-11-25,193,57,2,8,fulfilled,0,1
R002116,20250902,2025-09-02,110,15,5,2,fulfilled,1,1
R002117,20251225,2025-12-25,132,49,3,7,fulfilled,0,1
R002118,20240911,2024-09-11,342,15,5,2,fulfilled,8,1
R002119,20250917,2025-09-17,81,51,4,7,pending,10,1
R002120,20241205,2024-12-05,153,4,2,1,cancelled,3,1
R002121,20241228,2024-12-28,340,58,5,8,cancelled,12,1
R002122,20250107,2025-01-07,243,40,5,5,cancelled,18,1
R002123,20260504,2026-05-04,412,2,1,1,fulfilled,5,1
R002124,20250501,2025-05-01,234,11,4,2,fulfilled,36,1
R002125,20260305,2026-03-05,249,63,4,8,fulfilled,0,1
R002126,20260525,2026-05-25,95,41,4,6,cancelled,9,1
R002127,20250526,2025-05-26,441,41,6,6,fulfilled,0,1
R002128,20260504,2026-05-04,242,66,5,9,fulfilled,2,1
R002129,20260222,2026-02-22,114,51,2,7,fulfilled,3,1
R002130,20250913,2025-09-13,294,11,1,2,fulfilled,15,1
R002131,20260308,2026-03-08,307,18,2,3,fulfilled,5,1
R002132,20250923,2025-09-23,170,49,1,7,fulfilled,4,1
R002133,20241211,2024-12-11,96,38,4,5,fulfilled,4,1
R002134,20260528,2026-05-28,128,25,5,4,fulfilled,14,1
R002135,20250216,2025-02-16,110,50,2,7,fulfilled,0,1
R002136,20260204,2026-02-04,3,3,2,1,fulfilled,2,1
R002137,20240914,2024-09-14,347,35,4,5,fulfilled,12,1
R002138,20241128,2024-11-28,41,71,5,9,fulfilled,0,1
R002139,20250616,2025-06-16,294,19,1,3,cancelled,5,1
R002140,20251218,2025-12-18,47,12,1,2,pending,7,1
R002141,20250721,2025-07-21,58,25,4,4,fulfilled,8,1
R002142,20251201,2025-12-01,5,42,5,6,cancelled,10,1
R002143,20250917,2025-09-17,11,19,1,3,pending,8,1
R002144,20250519,2025-05-19,404,27,3,4,fulfilled,0,1
R002145,20260306,2026-03-06,58,31,4,4,fulfilled,1,1
R002146,20240927,2024-09-27,294,19,2,3,fulfilled,4,1
R002147,20260115,2026-01-15,180,1,2,1,cancelled,13,1
R002148,20260118,2026-01-18,348,40,1,5,cancelled,3,1
R002149,20250307,2025-03-07,58,56,4,7,fulfilled,0,1
R002150,20241004,2024-10-04,3,11,1,2,fulfilled,3,1
R002151,20250304,2025-03-04,388,42,2,6,fulfilled,4,1
R002152,20251203,2025-12-03,306,35,2,5,fulfilled,5,1
R002153,20260403,2026-04-03,314,9,1,2,fulfilled,3,1
R002154,20250212,2025-02-12,449,49,1,7,fulfilled,2,1
R002155,20240919,2024-09-19,384,19,5,3,pending,11,1
R002156,20250518,2025-05-18,145,2,2,1,pending,11,1
R002157,20260306,2026-03-06,390,1,3,1,fulfilled,0,1
R002158,20241209,2024-12-09,310,43,5,6,fulfilled,2,1
R002159,20240927,2024-09-27,405,24,1,3,fulfilled,0,1
R002160,20260213,2026-02-13,395,35,1,5,cancelled,4,1
R002161,20260212,2026-02-12,155,37,1,5,pending,3,1
R002162,20250408,2025-04-08,372,32,4,4,cancelled,1,1
R002163,20260428,2026-04-28,238,69,2,9,fulfilled,0,1
R002164,20250604,2025-06-04,86,12,5,2,pending,8,1
R002165,20250912,2025-09-12,363,41,5,6,pending,4,1
R002166,20260525,2026-05-25,232,18,5,3,fulfilled,1,1
R002167,20250618,2025-06-18,241,1,2,1,pending,8,1
R002168,20260223,2026-02-23,318,20,4,3,fulfilled,9,1
R002169,20250507,2025-05-07,4,40,1,5,fulfilled,5,1
R002170,20250428,2025-04-28,426,55,5,7,fulfilled,0,1
R002171,20241215,2024-12-15,147,4,1,1,pending,17,1
R002172,20260115,2026-01-15,319,25,5,4,pending,14,1
R002173,20250613,2025-06-13,71,52,3,7,fulfilled,0,1
R002174,20250616,2025-06-16,377,25,3,4,fulfilled,4,1
R002175,20251031,2025-10-31,71,52,3,7,fulfilled,0,1
R002176,20260324,2026-03-24,51,44,4,6,fulfilled,0,1
R002177,20250324,2025-03-24,347,40,2,5,fulfilled,7,1
R002178,20260422,2026-04-22,70,68,1,9,fulfilled,0,1
R002179,20251210,2025-12-10,180,29,2,4,fulfilled,5,1
R002180,20251004,2025-10-04,70,35,1,5,pending,3,1
R002181,20250626,2025-06-26,103,51,2,7,fulfilled,9,1
R002182,20251215,2025-12-15,155,33,1,5,fulfilled,5,1
R002183,20251216,2025-12-16,145,31,2,4,fulfilled,3,1
R002184,20250210,2025-02-10,432,9,6,2,fulfilled,0,1
R002185,20250108,2025-01-08,253,65,6,9,fulfilled,0,1
R002186,20250530,2025-05-30,186,55,1,7,cancelled,6,1
R002187,20251227,2025-12-27,365,3,2,1,fulfilled,2,1
R002188,20260401,2026-04-01,104,27,2,4,fulfilled,0,1
R002189,20250319,2025-03-19,296,35,5,5,fulfilled,5,1
R002190,20241112,2024-11-12,361,2,3,1,fulfilled,0,1
R002191,20250505,2025-05-05,307,31,2,4,fulfilled,7,1
R002192,20260209,2026-02-09,362,14,1,2,fulfilled,5,1
R002193,20250925,2025-09-25,378,17,5,3,cancelled,8,1
R002194,20241115,2024-11-15,303,47,1,6,fulfilled,5,1
R002195,20250507,2025-05-07,87,11,3,2,fulfilled,5,1
R002196,20250714,2025-07-14,348,50,5,7,fulfilled,0,1
R002197,20260518,2026-05-18,426,33,5,5,fulfilled,3,1
R002198,20260504,2026-05-04,366,25,5,4,cancelled,6,1
R002199,20250604,2025-06-04,262,66,5,9,fulfilled,5,1
R002200,20260525,2026-05-25,160,69,2,9,fulfilled,0,1
R002201,20250115,2025-01-15,10,11,4,2,fulfilled,20,1
R002202,20260313,2026-03-13,216,69,2,9,fulfilled,0,1
R002203,20260427,2026-04-27,359,3,1,1,fulfilled,12,1
R002204,20251030,2025-10-30,231,35,3,5,fulfilled,0,1
R002205,20260101,2026-01-01,147,65,1,9,fulfilled,1,1
R002206,20260102,2026-01-02,377,26,4,4,fulfilled,9,1
R002207,20260507,2026-05-07,346,11,4,2,cancelled,21,1
R002208,20240908,2024-09-08,350,70,4,9,fulfilled,0,1
R002209,20250318,2025-03-18,449,10,1,2,cancelled,6,1
R002210,20250203,2025-02-03,377,42,3,6,fulfilled,0,1
R002211,20240902,2024-09-02,344,11,2,2,fulfilled,5,1
R002212,20260527,2026-05-27,41,67,5,9,fulfilled,5,1
R002213,20250123,2025-01-23,424,25,1,4,fulfilled,6,1
R002214,20250515,2025-05-15,250,4,5,1,fulfilled,14,1
R002215,20250415,2025-04-15,396,57,6,8,pending,2,1
R002216,20260501,2026-05-01,397,33,5,5,pending,4,1
R002217,20260527,2026-05-27,112,11,1,2,pending,10,1
R002218,20250328,2025-03-28,72,24,5,3,fulfilled,0,1
R002219,20260530,2026-05-30,320,47,1,6,cancelled,3,1
R002220,20250302,2025-03-02,189,45,1,6,fulfilled,0,1
R002221,20260303,2026-03-03,383,64,5,8,fulfilled,4,1
R002222,20260403,2026-04-03,186,11,3,2,fulfilled,0,1
R002223,20250521,2025-05-21,212,33,5,5,fulfilled,7,1
R002224,20250114,2025-01-14,331,19,2,3,pending,15,1
R002225,20250122,2025-01-22,344,25,5,4,cancelled,13,1
R002226,20250626,2025-06-26,173,34,3,5,fulfilled,0,1
R002227,20251223,2025-12-23,294,52,1,7,fulfilled,10,1
R002228,20260511,2026-05-11,294,24,1,3,fulfilled,1,1
R002229,20250526,2025-05-26,163,9,1,2,fulfilled,12,1
R002230,20250611,2025-06-11,36,15,4,2,fulfilled,3,1
R002231,20241230,2024-12-30,221,31,4,4,fulfilled,17,1
R002232,20250902,2025-09-02,158,13,2,2,fulfilled,0,1
R002233,20241210,2024-12-10,117,40,1,5,pending,16,1
R002234,20241216,2024-12-16,107,11,1,2,fulfilled,6,1
R002235,20260101,2026-01-01,167,31,4,4,cancelled,4,1
R002236,20250915,2025-09-15,164,41,2,6,fulfilled,3,1
R002237,20260103,2026-01-03,191,28,1,4,cancelled,1,1
